"sid","instance","key","apical_class","zone","zone_um","surf","abs","mtic","citdha","dha_sn","dha_abs"
"AO_0h_sl6A_sec4a",1,"AO_0h_sl6A_sec4a 1","basolateral_out",2,20,0.868734575252532,1.03470462739801e-05,4.70655771408283e-06,8.00566816503282e-07,0.127266492973918,1.28844887066437
"AO_0h_sl6A_sec4a",1,"AO_0h_sl6A_sec4a 1","basolateral_out",3,50,0.635862014797321,7.57342216874649e-06,4.57448473824759e-06,5.85967271733923e-07,0.0499431510066796,0.505625597188134
"AO_0h_sl6A_sec4a",1,"AO_0h_sl6A_sec4a 1","basolateral_out",4,80,0.887856739382254,1.05748004381923e-05,7.73383018384515e-06,8.18188504989129e-07,0.0408109495716775,0.41317098206788
"AO_0h_sl6A_sec4a",1,"AO_0h_sl6A_sec4a 1","basolateral_out",5,160,0.86459778931631,1.02977751654885e-05,8.55508801374161e-06,7.96754635381616e-07,0.0280103153632861,0.283577070079044
"AO_0h_sl6A_sec4a",1,"AO_0h_sl6A_sec4a 1","basolateral_out",6,250,1.03376542317884,1.23126429806972e-05,1.16365259086003e-05,9.52648043972326e-07,0.0144070468734861,0.145857270362248
"AO_0h_sl6A_sec4a",1,"AO_0h_sl6A_sec4a 1","basolateral_out",7,500,0,0,0,0,0,0
"AO_0h_sl6A_sec4a",2,"AO_0h_sl6A_sec4a 2","mixed",1,10,2.85177817814337,2.07215562369476e-05,5.04223317598e-06,1.37699151938543e-06,0.272412506182207,3.18811856744736
"AO_0h_sl6A_sec4a",2,"AO_0h_sl6A_sec4a 2","mixed",2,20,0.702879522752718,5.10725471922982e-06,1.90656365458449e-06,3.39387947280769e-07,0.172693835898271,2.02108351201295
"AO_0h_sl6A_sec4a",2,"AO_0h_sl6A_sec4a 2","mixed",3,50,0.715382340673774,5.19810254416133e-06,2.49331169211306e-06,3.45424978624112e-07,0.112288265647722,1.31414049096013
"AO_0h_sl6A_sec4a",2,"AO_0h_sl6A_sec4a 2","mixed",4,80,0.874630596571133,6.35523030238034e-06,3.48034820310164e-06,4.22318581193981e-07,0.0723168605053767,0.846344130626962
"AO_0h_sl6A_sec4a",2,"AO_0h_sl6A_sec4a 2","mixed",5,160,1.02449143702699,7.44414733562732e-06,4.25709817045263e-06,4.94679435897639e-07,0.0798698225388552,0.934738524979957
"AO_0h_sl6A_sec4a",2,"AO_0h_sl6A_sec4a 2","mixed",6,250,0.972014956386251,7.06284336428472e-06,4.11954496381216e-06,4.69340975366834e-07,0.097359520865727,1.13942528021159
"AO_0h_sl6A_sec4a",2,"AO_0h_sl6A_sec4a 2","mixed",7,500,0,0,0,0,0.0411209746006979,0.481250088233207
"AO_0h_sl6A_sec4a",3,"AO_0h_sl6A_sec4a 3","basolateral_out",1,10,1.06707938137586,1.54083521407491e-05,3.78077378842238e-06,1.32587568322569e-06,0.310054138081119,2.89034250219397
"AO_0h_sl6A_sec4a",3,"AO_0h_sl6A_sec4a 3","basolateral_out",2,20,0.106223760769765,1.53384381726585e-06,5.69388561559818e-07,1.31985964534166e-07,0.203332484699589,1.89547711325873
"AO_0h_sl6A_sec4a",3,"AO_0h_sl6A_sec4a 3","basolateral_out",3,50,0.57592834174703,8.31625730227674e-06,4.48015537761446e-06,7.15606914471826e-07,0.129457042003406,1.20680598887172
"AO_0h_sl6A_sec4a",3,"AO_0h_sl6A_sec4a 3","basolateral_out",4,80,0.951079621387316,1.37333454061599e-05,8.6800756707236e-06,1.18174276892412e-06,0.0717204020178467,0.668581711276452
"AO_0h_sl6A_sec4a",3,"AO_0h_sl6A_sec4a 3","basolateral_out",5,160,0.755536204042428,1.09097486936354e-05,7.88458573729717e-06,9.38774657462576e-07,0.0533151346254883,0.497006750407973
"AO_0h_sl6A_sec4a",3,"AO_0h_sl6A_sec4a 3","basolateral_out",6,250,0.649123626653526,9.37317841289513e-06,6.69793486832173e-06,8.06554083050015e-07,0.0529556594482403,0.493655702137133
"AO_0h_sl6A_sec4a",3,"AO_0h_sl6A_sec4a 3","basolateral_out",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec4b",1,"AO_0h_sl6A_sec4b 1","mixed",1,10,2.51659403033965,9.19000221837825e-06,3.27626975777763e-06,9.21428408232433e-07,0.210842126667299,1.76586450958075
"AO_0h_sl6A_sec4b",1,"AO_0h_sl6A_sec4b 1","mixed",2,20,1.16678516327169,4.2608216142794e-06,1.53078964120117e-06,4.27207957573338e-07,0.112212171042574,0.939809769134807
"AO_0h_sl6A_sec4b",1,"AO_0h_sl6A_sec4b 1","mixed",3,50,3.44117452866653,1.25663500632257e-05,8.74885619853875e-06,1.25995529281743e-06,0.0509820687201154,0.426989744416297
"AO_0h_sl6A_sec4b",1,"AO_0h_sl6A_sec4b 1","mixed",4,80,1.35968716809487,4.9652538075066e-06,4.14477784631102e-06,4.97837302277409e-07,0.0251173703515105,0.210365326791248
"AO_0h_sl6A_sec4b",1,"AO_0h_sl6A_sec4b 1","mixed",5,160,0.877494787152354,3.20440203836021e-06,2.46819960125955e-06,3.21286872340283e-07,0.0141751889663815,0.118721355679705
"AO_0h_sl6A_sec4b",1,"AO_0h_sl6A_sec4b 1","mixed",6,250,0,0,0,0,0.0122213792290976,0.10235762738651
"AO_0h_sl6A_sec4b",1,"AO_0h_sl6A_sec4b 1","mixed",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec4b",2,"AO_0h_sl6A_sec4b 2","basolateral_out",1,10,2.80589425859418,5.71992375636474e-06,1.56593835061247e-06,6.45127456351855e-07,0.266832465359701,1.44350054901031
"AO_0h_sl6A_sec4b",2,"AO_0h_sl6A_sec4b 2","basolateral_out",2,20,4.51860084950759,9.2113422540655e-06,4.41524324970013e-06,1.03891066578278e-06,0.128072028440829,0.692839393130013
"AO_0h_sl6A_sec4b",2,"AO_0h_sl6A_sec4b 2","basolateral_out",3,50,4.32372025408215,8.81407063771208e-06,5.82983454013197e-06,9.94103979845107e-07,0.065594168471672,0.354848942661808
"AO_0h_sl6A_sec4b",2,"AO_0h_sl6A_sec4b 2","basolateral_out",4,80,3.19698288695186,6.51717302166956e-06,4.74857406184901e-06,7.35046030883932e-07,0.0319396957174957,0.172786202163503
"AO_0h_sl6A_sec4b",2,"AO_0h_sl6A_sec4b 2","basolateral_out",5,160,3.37101854994856,6.87195143863251e-06,5.14010713991355e-06,7.75060077828032e-07,0.0239296523283685,0.129453761284487
"AO_0h_sl6A_sec4b",2,"AO_0h_sl6A_sec4b 2","basolateral_out",6,250,7.79759230339042,1.58956929050335e-05,1.25677450778996e-05,1.792811996727e-06,0.00781202740750649,0.0422612212363957
"AO_0h_sl6A_sec4b",2,"AO_0h_sl6A_sec4b 2","basolateral_out",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec4b",3,"AO_0h_sl6A_sec4b 3","mixed",1,10,1.05924401609489,7.63174508049921e-06,2.44050196331458e-06,8.43597514203427e-07,0.234153102154712,1.53381332555503
"AO_0h_sl6A_sec4b",3,"AO_0h_sl6A_sec4b 3","mixed",2,20,1.53999517567051,1.1095508142916e-05,4.69390767256308e-06,1.22647480877016e-06,0.158143046870798,1.03591159118633
"AO_0h_sl6A_sec4b",3,"AO_0h_sl6A_sec4b 3","mixed",3,50,1.63391979525945,1.17722254456281e-05,7.8066407154433e-06,1.30127775729173e-06,0.0958704625199383,0.627996774704469
"AO_0h_sl6A_sec4b",3,"AO_0h_sl6A_sec4b 3","mixed",4,80,1.44475628934665,1.04093216824496e-05,7.09920779409468e-06,1.15062515889012e-06,0.0655597994528546,0.429447626771406
"AO_0h_sl6A_sec4b",3,"AO_0h_sl6A_sec4b 3","mixed",5,160,1.20964554409329,8.71537274698633e-06,6.38016591669639e-06,9.63379503267296e-07,0.0141201494267603,0.0924936426222672
"AO_0h_sl6A_sec4b",3,"AO_0h_sl6A_sec4b 3","mixed",6,250,1.47599075916915,1.0634362851234e-05,8.70280648984976e-06,1.17550075006586e-06,0.00752307928868413,0.049279719790202
"AO_0h_sl6A_sec4b",3,"AO_0h_sl6A_sec4b 3","mixed",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec4b",4,"AO_0h_sl6A_sec4b 4","basolateral_out",1,10,1.83543509702103,1.28720454651925e-05,4.1257546513053e-06,1.12140704523989e-06,0.275447663976656,1.62983831997178
"AO_0h_sl6A_sec4b",4,"AO_0h_sl6A_sec4b 4","basolateral_out",2,20,1.27421100687829,8.9361383790724e-06,4.38250962988589e-06,7.78512518669116e-07,0.186582220656972,1.10401681634132
"AO_0h_sl6A_sec4b",4,"AO_0h_sl6A_sec4b 4","basolateral_out",3,50,1.22562616636519,8.59540920972241e-06,4.9987074841164e-06,7.48828340497041e-07,0.116553041248,0.689650477309334
"AO_0h_sl6A_sec4b",4,"AO_0h_sl6A_sec4b 4","basolateral_out",4,80,0.932540046313239,6.53997403326282e-06,3.98810984032582e-06,5.69759715067725e-07,0.102638728765597,0.607318758272486
"AO_0h_sl6A_sec4b",4,"AO_0h_sl6A_sec4b 4","basolateral_out",5,160,1.10777008824754,7.76887560014836e-06,4.87491905947999e-06,6.76821089170103e-07,0.0966277766234905,0.571751638191365
"AO_0h_sl6A_sec4b",4,"AO_0h_sl6A_sec4b 4","basolateral_out",6,250,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec4b",4,"AO_0h_sl6A_sec4b 4","basolateral_out",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec4b",5,"AO_0h_sl6A_sec4b 5","basolateral_out",1,10,0.896177807752944,4.2746692167156e-06,1.598836417946e-06,5.17250894970266e-07,0.256313407465685,1.5854064847784
"AO_0h_sl6A_sec4b",5,"AO_0h_sl6A_sec4b 5","basolateral_out",2,20,2.75812502915336,1.31559519282639e-05,6.34282394755518e-06,1.59191917879176e-06,0.16329788902757,1.01006628866885
"AO_0h_sl6A_sec4b",5,"AO_0h_sl6A_sec4b 5","basolateral_out",3,50,1.98319299304124,9.45961165833343e-06,5.61041309600414e-06,1.14464824019848e-06,0.089350825562485,0.5526725256697
"AO_0h_sl6A_sec4b",5,"AO_0h_sl6A_sec4b 5","basolateral_out",4,80,2.42125353377553,1.15491120815027e-05,7.34748552603024e-06,1.39748557313145e-06,0.0748979785864126,0.463275573922481
"AO_0h_sl6A_sec4b",5,"AO_0h_sl6A_sec4b 5","basolateral_out",5,160,2.39841532327151,1.14401763384371e-05,7.89334405564571e-06,1.3843039425214e-06,0.0628534219432929,0.388774913199771
"AO_0h_sl6A_sec4b",5,"AO_0h_sl6A_sec4b 5","basolateral_out",6,250,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec4b",5,"AO_0h_sl6A_sec4b 5","basolateral_out",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec4b",6,"AO_0h_sl6A_sec4b 6","basolateral_out",1,10,3.58129103972031,8.05524601640177e-06,2.51531168096985e-06,9.70965416660489e-07,0.247548114125452,1.505736545717
"AO_0h_sl6A_sec4b",6,"AO_0h_sl6A_sec4b 6","basolateral_out",2,20,4.3402869192264,9.76242325138413e-06,4.29556971300133e-06,1.17674560660165e-06,0.156296792305886,0.950691113057911
"AO_0h_sl6A_sec4b",6,"AO_0h_sl6A_sec4b 6","basolateral_out",3,50,2.75792243038663,6.20327793092516e-06,3.42549940127407e-06,7.47732388135313e-07,0.104909166880602,0.63812066236462
"AO_0h_sl6A_sec4b",6,"AO_0h_sl6A_sec4b 6","basolateral_out",4,80,3.31626805418099,7.459141057368e-06,4.44480030196956e-06,8.99111956351136e-07,0.102577482356277,0.623937954434238
"AO_0h_sl6A_sec4b",6,"AO_0h_sl6A_sec4b 6","basolateral_out",5,160,4.064244718189,9.14153323836833e-06,5.20313837212418e-06,1.10190459877139e-06,0.109116519298988,0.663712310757728
"AO_0h_sl6A_sec4b",6,"AO_0h_sl6A_sec4b 6","basolateral_out",6,250,1.83523927296013,4.12792584537074e-06,1.48447111150624e-06,4.97573038766653e-07,0.0978736948763356,0.595326689360148
"AO_0h_sl6A_sec4b",6,"AO_0h_sl6A_sec4b 6","basolateral_out",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec4b",7,"AO_0h_sl6A_sec4b 7","basolateral_out",1,10,0.57543888468084,9.22192717619988e-06,3.14970699832194e-06,7.61534180112552e-07,0.230765877813933,1.67709313675352
"AO_0h_sl6A_sec4b",7,"AO_0h_sl6A_sec4b 7","basolateral_out",2,20,0.325124115001148,5.21040720671835e-06,2.17329665691956e-06,4.30268327260405e-07,0.134852387814801,0.98004096715451
"AO_0h_sl6A_sec4b",7,"AO_0h_sl6A_sec4b 7","basolateral_out",3,50,0.544447113236718,8.72525608405141e-06,4.96041101506563e-06,7.20519758103122e-07,0.0897220436907942,0.652055776680539
"AO_0h_sl6A_sec4b",7,"AO_0h_sl6A_sec4b 7","basolateral_out",4,80,0.421121731472681,6.74885560107782e-06,4.39059353145989e-06,5.57311299326769e-07,0.0803886345850341,0.584225140270748
"AO_0h_sl6A_sec4b",7,"AO_0h_sl6A_sec4b 7","basolateral_out",5,160,0.688790502551895,1.10384890963959e-05,7.30088734482599e-06,9.11543388175963e-07,0.0684686544514748,0.497596575157021
"AO_0h_sl6A_sec4b",7,"AO_0h_sl6A_sec4b 7","basolateral_out",6,250,0.547313669904668,8.77119524030595e-06,7.00546146738829e-06,7.24313351028433e-07,0.02983382859483,0.216817623356833
"AO_0h_sl6A_sec4b",7,"AO_0h_sl6A_sec4b 7","basolateral_out",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec5a",3,"AO_0h_sl6A_sec5a 3","basolateral_out",1,10,0.323559966075844,2.41841852067467e-06,6.48476361729287e-07,2.01250362062263e-07,0.250759263949885,2.49935546830306
"AO_0h_sl6A_sec5a",3,"AO_0h_sl6A_sec5a 3","basolateral_out",2,20,2.36422431960824,1.7671172212417e-05,7.06536146903933e-06,1.47051876067398e-06,0.166614786030796,1.66067474440122
"AO_0h_sl6A_sec5a",3,"AO_0h_sl6A_sec5a 3","basolateral_out",3,50,1.27104830291061,9.50033093930594e-06,5.1659027150269e-06,7.90576579240413e-07,0.076408861018889,0.761578661566558
"AO_0h_sl6A_sec5a",3,"AO_0h_sl6A_sec5a 3","basolateral_out",4,80,0.711500750984135,5.31804541372287e-06,3.71890876957317e-06,4.42544810100409e-07,0.0541497267804028,0.539718507718879
"AO_0h_sl6A_sec5a",3,"AO_0h_sl6A_sec5a 3","basolateral_out",5,160,1.25732725183165,9.39777423411485e-06,6.47287491430918e-06,7.8204225241684e-07,0.0610292556628435,0.608287811444037
"AO_0h_sl6A_sec5a",3,"AO_0h_sl6A_sec5a 3","basolateral_out",6,250,1.26592503582801,9.46203756157697e-06,6.3235854864338e-06,7.8738996945114e-07,0.0519912733821002,0.518204876600536
"AO_0h_sl6A_sec5a",3,"AO_0h_sl6A_sec5a 3","basolateral_out",7,500,0.961669091248595,7.18790513314253e-06,5.39650997747134e-06,5.98146473882685e-07,0.0432939465568355,0.431517306147751
"AO_0h_sl6A_sec5a",4,"AO_0h_sl6A_sec5a 4","apical_out",1,10,0.681300529227727,1.98404084846355e-05,4.51515905665949e-06,1.11963597304897e-06,0.338321972168611,3.54601172341467
"AO_0h_sl6A_sec5a",4,"AO_0h_sl6A_sec5a 4","apical_out",2,20,0.682722624151648,1.98818218447961e-05,6.6274510305714e-06,1.12197301605071e-06,0.289222977004461,3.03139657340252
"AO_0h_sl6A_sec5a",4,"AO_0h_sl6A_sec5a 4","apical_out",3,50,0.439218628033751,1.27906505578803e-05,4.59778009026535e-06,7.21803308353851e-07,0.200002686429367,2.09626311364581
"AO_0h_sl6A_sec5a",4,"AO_0h_sl6A_sec5a 4","apical_out",4,80,0.28134312863998,8.19309887061126e-06,3.91608822860422e-06,4.62353798480868e-07,0.134134675788391,1.40588898147299
"AO_0h_sl6A_sec5a",4,"AO_0h_sl6A_sec5a 4","apical_out",5,160,0.222653963822573,6.48398966895051e-06,4.31802893081104e-06,3.65905172156956e-07,0.0768414537837121,0.805388707729193
"AO_0h_sl6A_sec5a",4,"AO_0h_sl6A_sec5a 4","apical_out",6,250,0.222992108454885,6.49383690573389e-06,5.40238728940684e-06,3.6646087243633e-07,0.0545214773374763,0.571449133431468
"AO_0h_sl6A_sec5a",4,"AO_0h_sl6A_sec5a 4","apical_out",7,500,0.22798049591713,6.63910560975613e-06,4.11471652665878e-06,3.74658690888881e-07,0.0360482566917794,0.377828079028828
"AO_0h_sl6A_sec5a",5,"AO_0h_sl6A_sec5a 5","apical_out",1,10,0.359653017433513,1.09786574575044e-05,2.74761219550507e-06,6.77472748403822e-07,0.353090242090697,2.7205961810555
"AO_0h_sl6A_sec5a",5,"AO_0h_sl6A_sec5a 5","apical_out",2,20,0.90626339342367,2.76643177740428e-05,8.6884743185637e-06,1.7071141410179e-06,0.275057478319122,2.11934580988375
"AO_0h_sl6A_sec5a",5,"AO_0h_sl6A_sec5a 5","apical_out",3,50,0.294527970566803,8.99067029544563e-06,3.32097981124768e-06,5.54797718994749e-07,0.19445464763647,1.49829281210321
"AO_0h_sl6A_sec5a",5,"AO_0h_sl6A_sec5a 5","apical_out",4,80,0.468270166505176,1.42942711625637e-05,6.4199821100943e-06,8.82073168637943e-07,0.165501077318524,1.27520261179489
"AO_0h_sl6A_sec5a",5,"AO_0h_sl6A_sec5a 5","apical_out",5,160,0.581849423249133,1.77613566411399e-05,7.88774716383077e-06,1.09602063327229e-06,0.164771578131006,1.26958174645494
"AO_0h_sl6A_sec5a",5,"AO_0h_sl6A_sec5a 5","apical_out",6,250,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec5a",5,"AO_0h_sl6A_sec5a 5","apical_out",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec5a",6,"AO_0h_sl6A_sec5a 6","mixed",1,10,2.57208884267,1.01405378353348e-05,2.44199903387657e-06,6.48950381319825e-07,0.284407557163435,2.65612170710387
"AO_0h_sl6A_sec5a",6,"AO_0h_sl6A_sec5a 6","mixed",2,20,6.61018613550044,2.60608581996201e-05,9.84014635428047e-06,1.66778174301905e-06,0.203569606937747,1.90116485400997
"AO_0h_sl6A_sec5a",6,"AO_0h_sl6A_sec5a 6","mixed",3,50,3.15344605492821,1.24325561781497e-05,5.81177355712343e-06,7.95629601072734e-07,0.14582323635674,1.36186347279337
"AO_0h_sl6A_sec5a",6,"AO_0h_sl6A_sec5a 6","mixed",4,80,2.58969373093345,1.02099456382694e-05,5.78651345021113e-06,6.53392179271019e-07,0.109163609953589,1.01949412637065
"AO_0h_sl6A_sec5a",6,"AO_0h_sl6A_sec5a 6","mixed",5,160,2.890424550269,1.13955859634137e-05,6.54931025311514e-06,7.29268010869369e-07,0.0865622826723833,0.808417189457644
"AO_0h_sl6A_sec5a",6,"AO_0h_sl6A_sec5a 6","mixed",6,250,1.5482099922447,6.10386458778128e-06,4.12258421260256e-06,3.9062082466304e-07,0.060527485440368,0.565274599444589
"AO_0h_sl6A_sec5a",6,"AO_0h_sl6A_sec5a 6","mixed",7,500,2.64867760585074,1.04424913440595e-05,7.86446581281743e-06,6.68274094500494e-07,0.0414207617723499,0.386834251401746
"AO_0h_sl6A_sec5a",7,"AO_0h_sl6A_sec5a 7","apical_out",1,10,1.52951330151481,4.6076481117328e-05,1.15580591157179e-05,2.82803583464498e-06,0.253095596598649,3.34140373091439
"AO_0h_sl6A_sec5a",7,"AO_0h_sl6A_sec5a 7","apical_out",2,20,0.32622205369212,9.82741652662598e-06,3.27162093459386e-06,6.03177270167638e-07,0.21546291304507,2.84457173968203
"AO_0h_sl6A_sec5a",7,"AO_0h_sl6A_sec5a 7","apical_out",3,50,0.679759910865487,2.04777197205741e-05,7.85046357888157e-06,1.25686084912029e-06,0.162725961376643,2.14833107240021
"AO_0h_sl6A_sec5a",7,"AO_0h_sl6A_sec5a 7","apical_out",4,80,0.330874851892249,9.96758174663333e-06,4.72602819830396e-06,6.11780189820775e-07,0.132076706721068,1.7436952935396
"AO_0h_sl6A_sec5a",7,"AO_0h_sl6A_sec5a 7","apical_out",5,160,0.349708540086762,1.05349452848286e-05,5.83578879161803e-06,6.46603257433109e-07,0.0961094558744529,1.26885057958675
"AO_0h_sl6A_sec5a",7,"AO_0h_sl6A_sec5a 7","apical_out",6,250,0,0,0,0,0.174795303925209,2.30767223346124
"AO_0h_sl6A_sec5a",7,"AO_0h_sl6A_sec5a 7","apical_out",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec5b",1,"AO_0h_sl6A_sec5b 1","mixed",1,10,0.76094542426953,1.66638891820078e-05,5.21783201127379e-06,1.24989137555735e-06,0.237314339761947,1.89219926457136
"AO_0h_sl6A_sec5b",1,"AO_0h_sl6A_sec5b 1","mixed",2,20,0.350599701398196,7.67775767487259e-06,3.59322138503259e-06,5.75877755584442e-07,0.149522414037187,1.19220019389433
"AO_0h_sl6A_sec5b",1,"AO_0h_sl6A_sec5b 1","mixed",3,50,0.598924885127246,1.31158130344077e-05,7.03539125105302e-06,9.83764439145991e-07,0.0847378730074127,0.675647923959451
"AO_0h_sl6A_sec5b",1,"AO_0h_sl6A_sec5b 1","mixed",4,80,0.515423297228902,1.12872177595292e-05,7.68132606890843e-06,8.4660885448672e-07,0.0580055070113661,0.462500402706787
"AO_0h_sl6A_sec5b",1,"AO_0h_sl6A_sec5b 1","mixed",5,160,0.558790514445403,1.22369133339806e-05,8.35487371444566e-06,9.17841703850209e-07,0.048819029698421,0.389253056452898
"AO_0h_sl6A_sec5b",1,"AO_0h_sl6A_sec5b 1","mixed",6,250,0.529960049212047,1.16055570469307e-05,7.57927683093561e-06,8.70486205414732e-07,0.0408141142797144,0.325426761407152
"AO_0h_sl6A_sec5b",1,"AO_0h_sl6A_sec5b 1","mixed",7,500,NA,NA,NA,NA,NA,NA
"AO_0h_sl6A_sec5b",2,"AO_0h_sl6A_sec5b 2","mixed",1,10,1.4129075803329,1.21502792152065e-05,3.44845497322178e-06,8.88989577409753e-07,0.268802511455254,1.87170146038895
"AO_0h_sl6A_sec5b",2,"AO_0h_sl6A_sec5b 2","mixed",2,20,0.748537260810648,6.437035831949e-06,2.63634670781964e-06,4.70973354822491e-07,0.16954665257682,1.18057199508316
"AO_0h_sl6A_sec5b",2,"AO_0h_sl6A_sec5b 2","mixed",3,50,1.07519464368791,9.24612148264114e-06,5.3725236893472e-06,6.76503435348641e-07,0.115609231200033,0.80499979594709
"AO_0h_sl6A_sec5b",2,"AO_0h_sl6A_sec5b 2","mixed",4,80,1.18669169623818,1.02049388455144e-05,6.19499411747015e-06,7.46656443945103e-07,0.0882217941401508,0.61429805858693
"AO_0h_sl6A_sec5b",2,"AO_0h_sl6A_sec5b 2","mixed",5,160,1.33516645999164,1.14817455249656e-05,8.85694180717965e-06,8.40075517720689e-07,0.0735839431954259,0.512373092031109
"AO_0h_sl6A_sec5b",2,"AO_0h_sl6A_sec5b 2","mixed",6,250,1.19413094379804,1.02689125521188e-05,6.36196234471145e-06,7.51337156000546e-07,0.0843119632948631,0.587073476259257
"AO_0h_sl6A_sec5b",2,"AO_0h_sl6A_sec5b 2","mixed",7,500,0.570525710636821,4.90622796577976e-06,3.28474796917172e-06,3.58969983217817e-07,0.062537768911826,0.435457365215936
